name,price,bottle,type_wine,region,grapes,producer,wine_description,tasting_descr,tasting_view,tasting_bouquet,tasting_mouth,serving_storage_conditions,serve_temperature,food_pairing,alergens,alcohol_content,production,winemaking_info,vessel_material,aging_period,casks_age,casks_wood,more_winemaking_info,vineyards,type_agriculture,vineyard_age,soil_type,climate,orientation,surface,customer_reviews,customer_reviews_number,last_score_parker,last_score_penin,last_score_year,image,url,year,last_score_parker_num
Marina Espumante Brut,£10.20,,Sparkling wine,Alicante ,"Chardonnay, Merseguera, Macabeo",Bodega Bocopa,,,Pale / Crystal-clear / Bright / Fine mousse,Fresh / Fruit aromas / Apple / Pineapple / White flowers,Refreshing / Smooth / Balanced / Fruit-forward,,,,Contains sulfites,10.0,,,,,,,,,,,,,,,3.8,4,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/marespb_anv800.png,https://www.vinissimus.com/en/wine/marina-espumante-brut/,,
Las Campanas Chardonnay 2020,£8.30,,White wine,Wines without GI ,Chardonnay,Bodegas Manzanos Campanas,,,Lemony yellow / Bright / Clean,Expressive / Higly aromatic / Fruit aromas / Tropical fruit / Stone fruit / White fruit,Fresh / Silky / Fruit notes / Tropical fruit,,,,Contains sulfites,12.5,,,,,,,,,,,,,,,0.0,0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/cpchd20_anv800.png,https://www.vinissimus.com/en/wine/campanas-chardonnay/,2020.0,
Heredad  Emina Chardonnay Barrica 2008,£18.20,,White wine,Castile and León ,Chardonnay,Bodegas Emina,,,Straw yellow / Golden glints,Tropical fruit / Spices / Vanilla / Smoky notes,Glyceric / Balanced / Long,,Serve between 10ºC and 12ºC,,Contains sulfites,13.0,"8,000  bottles",,6 months,French oak,,,,,,19 years,Clay sand,Continental,South,2.00 hectares,0.0,0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/emhcb08_anv800.png,https://www.vinissimus.com/en/wine/heredad-emina-chardonnay-barrica/,2008.0,
Faustino & Eneko 2015,£68.95,,Red wine,Rioja ,"Tempranillo, Graciano",Bodegas Faustino,"Bodegas Faustino has a history of 150 years and four generations. Located in Oyón, Rioja Alavesa, it is the leading winery in the export of Rioja Grandes Reservas.
To walk through the doors of Bodegas Faustino is to enter the history of wine. It is to live an experience in one of the most renowned wineries in the world. It is to lose yourself in the immense cask park or its spectacular wine rack. It is to get to know a great winery in which more than nine million bottles...",,Ruby red / Clean / Intense / Deeply-coloured / Bright,Higly aromatic / Fruit aromas / Red fruit / Ageing notes / Cedar wood / Coffee / Toasty notes / Spicy notes,Powerful / Flavoursome / Elegant tannins / Good acidity / Fresh / Harmonious / Pleasant finish / Long / Toasty notes / Spicy notes,,Serve between 17ºC and 18ºC,,Contains sulfites,13.5,,,Wood,Between 8 and 10 months,New,French oak,,,,30 years,,,,,0.0,0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/fstnk15_anv800.png,https://www.vinissimus.com/en/wine/faustino-eneko/,2015.0,
Misteriós Syrah 2018,£21.60,,Red wine,Wines without GI ,Syrah,El Jardí dels Sentits,,,Violet,Blueberry / Blackberries / Blueberries / Spicy notes / Liquorice,Rich / Vivacious / Silky tannins / Ripe tannins / Velvety,,Serve between 15ºC and 17ºC,,Contains sulfites,13.0,"1,880  bottles",,9 months,Second and third year,French oak,,,,,16 years,Sandy loam,Mediterranean,,,0.0,0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/jsmis18_anv800.png,https://www.vinissimus.com/en/wine/misterios-syrah/,2018.0,
Pilgrim Godello 2020,£14.45,,White wine,Bierzo ,"Godello, Doña Blanca",Bodegas Godelia,"Founded by the García Rodríguez family with the aim of producing representative wines from the Bierzo area, joining the new technologies together with the traditional techniques inherited from their Galician ancestors. Their principles of respect and loyalty to their land has led them to build a winery that appears fully integrated in these beautiful places of Leon.",,Straw yellow / Bright,Complex / Higly aromatic / Fruit aromas / Stone fruit / Floral scents / White flowers / Mineral notes / Fennel,Good entry / Fresh / Pleasant / Creamy / Mineral notes / Fruit notes / With personality,,Serve between 8ºC and 10ºC,,Contains sulfites,13.5,,,,,,,,,,,,,,,0.0,0,,,2020.0,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/pilgg20_anv800.png,https://www.vinissimus.com/en/wine/pilgrim-godello/,2020.0,
Barbudo 2020,£18.05,,Red wine,Arlanza ,Tempranillo,Bodegas Palacio de Lerma,,,Picota cherry red / Bluish glints / Quite opaque / Clean / Bright,Very aromatic / Fresh / Fruit aromas / Blackberry jam / Spicy notes / Roasted notes / Vanilla / Brioche / Hardwoods,Good entry / Dry / Fine tannins / Balanced / Structured / Ageing notes / Persistent,,Serve between 15ºC and 17ºC,,Contains sulfites,14.0,,,Between 3 and 4 months,Semi-new,French oak,,,,,,,,,,0.0,0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/brbdo20_anv800.png,https://www.vinissimus.com/en/wine/barbudo/,2020.0,
Monje Tintilla 2017,£33.20,,Red wine,Tacoronte - Acentejo ,"Tintilla, Listán Negro",Bodegas Monje,,,,,,,,,Contains sulfites,13.5,,,,,,,,,,,,,,,0.0,0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/motin17_anv800.png,https://www.vinissimus.com/en/wine/monje-tintilla/,2017.0,
Torre del Veguer Maricel 2020,£15.95,,White Wine,Penedès ,Malvasia de Sitges,Torre del Veguer,,,Pale yellow / Greenish glints / Bright,Higly aromatic / Fruit aromas / Peach / Tropical fruit / Lychee / Mediterranean herbs / Fennel / Rosemary,Good entry / Rich / Fresh / Flavoursome / With volume / Persistent,,Serve between 6ºC and 8ºC,,Contains sulfites,13.0,,,Mediterranean,,,,,,Organic,,,,,,1.0,1,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/tvmar20_anv800_1633361757.png,https://www.vinissimus.com/en/wine/torre-del-vegur-maricel/,2020.0,
Rovellats Merlot Rosat 2016,£12.20,,Rosé wine,Penedès ,Merlot,Rovellats,,,Salmon / Pale,Expressive / Exotic / Fruit aromas / Strawberries / Red berries,Expressive / Ripe red fruit / Citrus notes / Fresh / Elegant / Quince,,Serve between 6ºC and 8ºC,,Contains sulfites,11.5,,,,,,,,,,,,,,,0.0,0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/romer16_anv800.png,https://www.vinissimus.com/en/wine/rovellats-merlot-rosat/,2016.0,
Castillo Ygay Blanco 1986,£819.05,,White wine,Rioja ,"Viura, Malvasia",Marqués de Murrieta,"It's not at all extraordinary for a Spanish wine to obtain the coveted 100 Parker points, but if we're dealing with a dry white wine and not talking about a Sherry, the achievement of the Castillo Ygay Blanco Gran Reserva Especial certainly constitutes a historic milestone. In the words of Luis Gutiérrez, presiding over The Wine Advocate publication in Spain, the Castillo Ygay Blanco 1986 ""is one of the best wines I’ve ever tasted"". Moreover, in the same tasting referred to by Robert Parker's contributor, a vertical one with wines from 1919 to 1986, the 1919 and 1932 vintages also obtained 100 points. Marqués de Murrieta, one of La Rioja's oldest wineries (nearly 165 years old), is keeping alive an old tradition which dates back to its beginnings, namely the long ageing of white wines which used to mature for over twenty years until acquiring hues of old gold and amber. Ever since then, only the finest red and white vintages have displayed the Ygay label.
The Castillo Ygay Blanco Gran Reserva Especial 1986 is a marvellous white wine, with a reverence for the past shaping its future, made almost exclusively using grapes of the Viura variety, from very old vineyards lying at an altitude of around 400 metres. After 21 years in old 225-litre, American oak barrels and almost six in steel tanks, the Ygay GR Especial reposes for even longer, a further three years in bottle. The Viura grape, occasionally underrated owing to its restrained aromatic intensity, expresses like few others the terroir in which it grows and assumes to perfection the oak's fine points. The wine’s high acidity favours its ageing in bottle and portends a splendid future for it (50 years according to Gutiérrez).
If you figure among those fortunate enough to be uncorking one of the 8,125 bottles of this gem, be ready to find a powerful and elegant wine that's profound, mineral, oily and fresh, with no signs at all of tiredness; a dry, balsamic, spicy wine with hints of white and yellow flower petals, dried fruits and nuts, quince, bitter orange and incense. If it seems shy at first, be patient, it will gradually grow, hour after hour, indeed day after day, until it exhibits the sort of complexity only attained by genuine legendary wines.
In all probability, within a few years this 1986 will have no trouble in competing with other Murrieta historic vintages, but if you don't have enough patience to wait for that time, enjoy it now without any pangs of conscience; you'll not find a new vintage on the market for up to ten years.","Marqués de Murrieta is one of the most historic Spanish wineries. Its origins date back to 1852 when Luciano de Murrieta started trading his wines in the New World. Today, 170 years later, the impressive Ygay estate seems untouched by the passage of time, but that couldn't be further from the truth. Nowadays, Vicente D. Cebrián-Sagarriga, the present Count of Creixell, manages the winery with his sister Cristina and a skilled young team which understands how to...",Deep gold,Subtle / Green tea / Common mushroom,Opulent / Elegant / Lively acidity / Voluptuous / Mineral,,Serve between 14ºC and 15ºC,,Contains sulfites,13.5,"8,125  bottles",,Wood,252 months,American oak,,,,,Calcareous-clay,Continental,Low yields,,,5.0,1,100,99.0,1986.0,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/ygayb86_anv800.png,https://www.vinissimus.com/en/wine/castillo-ygay-blanco/,1986.0,100.0
El Rescatado Rosado 2018,£13.10,,Rosé wine,Castile and León ,Prieto Picudo,Leyenda del Páramo,,,Raspberry pink / Clean / Bright,Fruit aromas / Wild fruits / Red fruit / Floral scents / Red flowers,Fresh / Dry / Glyceric / Full / Balanced / Long / Persistent,,,,Contains sulfites,13.5,,,,,,,,,Organic,,,,,,3.0,2,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/resrs18_anv800.png,https://www.vinissimus.com/en/wine/el-rescatado-rosado/,2018.0,
Carles Andreu Rosat Trepat Brut,£14.00,,Cava,DO Cava ,Trepat,Celler Carles Andreu,"Cellers Carles Andreu started up in 1991, with Carles Andreu at the helm, who had continued the centuries-old family tradition and devoted himself to growing vines. The family presently owns around eighty hectares of vineyards in the Conca de Barberà region, distributed among the municipalities of Pira, Forès, Sarral, Solivella, Barberà de la Conca and Montblanc, where the area’s traditional varieties are mainly grown: Macabeo, Parellada and Trepat.",,Cherry red / Fine and slow-rising bubbles,Fruity / Red fruit / Liquorice / Fruit jellies,Dry / Balanced acidity / Vinous / Pleasant,,Serve between 8ºC and 10ºC,,Contains sulfites,11.5,,,18 months,,,,,,,Continental with Mediterranean influence,,,,,4.8,4,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/carotrb_anv800_1639066867.png,https://www.vinissimus.com/en/cava/carles-andreu-rosat-trepat-brut/,,
Attis Embaixador 2019,£32.30,,White wine,Rías Baixas ,Albariño,Attis Bodegas y Viñedos,"The Attis winery was founded in 2000 by brothers Robustiano and Baldomero Fariña in Meaño, in the heart of the Salnés Valley. Their wines have a mature, concentrated and powerful style, created with the help of the French oenologist and consultant Jean-François Hebrard (who also works with Quinta Quietud in Toro and Emilio Valerio in Navarre).
They are committed to creating splendid Atlantic wines with the utmost respect for...",,Straw yellow / Clean / Bright,Complex / Higly aromatic / Elegant / Confectionery notes / Brioche / Ripe fruit,Powerful / Good acidity / Elegant / Intense / Persistent / Complex,,,,Contains sulfites,13.5,,,60 years,Granit / Clay,,,,,,,,,,,3.0,1,,,2019.0,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/embai19_anv800.png,https://www.vinissimus.com/en/wine/embaixador/,2019.0,
Antoni Giribet Glops 2019,£24.00,,Red wine,Costers del Segre ,"Merlot, Cabernet Sauvignon, Syrah, Tempranillo",Antoni Giribet,,,Picota cherry red / Dark / Intense / Deep / Bluish glints / Violet glints,Fruit aromas / Candied fruit / Strawberries / Blueberries / Blackberries / Raspberry / Aromatic herbs / Floral scents / Roses / Jasmine / Toasty notes / Complex,Good entry / Powerful / With body / Elegant / Unctuous / Well-integrated tannins / Good acidity / Full / Persistent,,Serve between 15ºC and 17ºC,,Contains sulfites,15.5,,,14 months,French oak,,,,,,,,,,,0.0,0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/glops19_anv800.png,https://www.vinissimus.com/en/wine/glops/,2019.0,
Ostatu Cosecha 2020,£11.40,,Red wine,Rioja ,"Tempranillo, Graciano",Bodegas Ostatu,"Ostatu’s young red, a wine made by carbonic maceration, with a slight carbonic effect that endows it with exuberance.","A small family-run winery, owned by the Sáenz de Samaniego family, with 33 ha of vineyards located in different parts of the district, at the foot of the Sierra de Cantabria, and surrounding a beautiful old mansion. ",,,,,16ºC,,Contains sulfites,14.0,,,,,,,,,,,,,,,3.3,4,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/ostat20_anv800.png,https://www.vinissimus.com/en/wine/ostatu-cosecha/,2020.0,
Magenc Blanc 2019,£12.85,,White wine,Empordà ,"White Grenache, Macabeo",Cellers d'en Guilla,,,Pale yellow / Metallic glints / Greenish glints,Higly aromatic / Fruit aromas / White fruit / Citrus fruits / Floral scents,Good entry / Intense / Balanced acidity / Varietal notes / Pleasant finish / Long,,Serve between 10ºC and 12ºC,,Contains sulfites,14.0,,,,,,,,,,,,,,,0.0,0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/magen19_anv800.png,https://www.vinissimus.com/en/wine/magenc-blanc/,2019.0,
Licinia 2013,£29.90,,Red wine,Vinos de Madrid ,"Tempranillo, Syrah, Cabernet Sauvignon",Bodegas Licinia,"Coupage made from vineyards, organic viticulture, grown in Morata de Tajuña.",,Picota cherry red / Dark / Garnet rim,Fruit aromas / Ripe black fruit / Spicy notes / Toasty notes / Mineral notes,Powerful / Flavoursome / Full / Ripe tannins / Toasty notes / Long finish / Persistent,,Serve between 16ºC and 18ºC,,Contains sulfites,14.5,,,,,,,,,,,,,,,0.0,0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/licin13_anv800.png,https://www.vinissimus.com/en/wine/licinia/,2013.0,
Come Cerdo y Bebe Vino 2012,£10.55,,Red wine,Valles de Sadacia ,"Tempranillo, Garnacha",Castillo de Maetierra,"Castillo de Maetierra is the only winery in La Rioja specialising in white wines and a pioneer of the Vinos de la Tierra de Valles de Sadacia mark of origin.
Thanks to its collection of high expression white wines, this winery has set in motion a real ‘white revolution’ in Spain; a collection of elegant, delicate wines, yet at the same time able to cause quite a stir due to their colour, aroma and flavour: from dry, fresh and aromatic whites, moving on to elegant, smooth and...",,Ruby red / Intense,Fresh / Higly aromatic / Fruit aromas / Varietal notes / Toasty notes,Fresh / Silky / Long finish,,Serve between 16ºC and 18ºC,,Contains sulfites,13.5,,,,,,,,,,,,,,,3.5,4,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/cerdo12_anv800.png,https://www.vinissimus.com/en/wine/come-cerdo-y-bebe-vino/,2012.0,
Termes Blanco 2019,£24.65,,White wine,Toro ,"Malvasia, Verdejo",Numanthia Termes,"Termes Blanco is the first white wine the Bodega Numanthia winery has produced. Made mainly from Malvasia grapes, aged for four months in oak with regular bâtonnage, the resulting wine is fresh and unctuous. Production is limited — only a thousand bottles, of which only 150 have been put up for sale worldwide.","The Bodega Numanthia winery was founded in 1998 by the Eguren family, owners of Sierra Cantabria, Señorío de San Vicente and Viñedo de Páganos wineries in La Rioja. They aim to create wines which represent the specific characteristics of the area they are sourced from. They started to buy old local vineyards and carefully built up a collection of plots in the municipal regions of Valdefinjas, Toro, and Argujillo. In their pioneering work they realized that the old indigenous...",Straw yellow / Steely glints,Stone fruit / Peach / Pear / Citrus fruits / Orange blossom / Honey,Fresh / Intense / Unctuous / Long,,Serve between 9ºC and 11ºC,,Contains sulfites,13.0,"1,000  bottles",,Between 60 and 100 years,Sandy loam,Continental,,,,,,,,,,0.0,0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/termb19_anv800.png,https://www.vinissimus.com/en/wine/termes-blanco/,2019.0,
Tamerán Verdello 2020,£34.75,,White wine,Gran Canaria ,Verdello,Bodega Tamerán,,,,,,,,,Contains sulfites,12.0,"2,660  bottles",,9 months,,,,,,,Sand / Volcanic,Oceanic climate,700.00 meters,,,4.0,1,92,93.0,2020.0,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/taver20_anv800_1649150949.png,https://www.vinissimus.com/en/wine/tameran-verdello/,2020.0,92.0
Réquiem Crianza 2012,£24.55,,Red wine,Ribera del Duero ,Tempranillo,Bodegas Requiem Hispania,,,Picota cherry red,Higly aromatic / Fruit aromas / Red fruit / Compote / Blackberries / Toasty notes / Tobacco / Undergrowth notes,Full-bodied / Velvety / Fruit-forward / Straightforward / Ripe tannins / Powerful / Silky / Long / Lovely / Persistent / Elegant,,,,Contains sulfites,14.5,,,,,,,,,,,,,,,4.0,2,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/requi12_anv800.png,https://www.vinissimus.com/en/wine/requiem-crianza/,2012.0,
Pago del Vicario Corte Dulce 2007 (0.5 L),£11.50,,Sweet wine,Castilla ,"Chardonnay, Sauvignon Blanc",Bodega Pago del Vicario,,,Lemony yellow / Greenish glints,Tropical fruit / Lychee / Mint,Fruit-forward / Sweetness and acidity balanced,,Serve between 8ºC and 10ºC,,Contains sulfites,12.0,,,Continental,,,,,,,,,,,,2.0,1,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/cordu07_anv800.png,https://www.vinissimus.com/en/wine/pago-del-vicario-corte-dulce/,,
Juan Piñero Manzanilla Pasada Maruja (0.5 L),£26.05,,Manzanilla sherry,Jerez-Manzanilla ,Palomino Fino,Bodegas Juan Piñero,,,,,,,Serve between 12ºC and 15ºC,,Contains sulfites,16.0,,,,,,,,,,,,,,,0.0,0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/jpmpmrj_anv800.png,https://www.vinissimus.com/en/wine/juan-pinero-manzanilla-pasada-maruja/,,
Km. 1 Callet Rosat 2017,£14.20,,Rosé wine,Mallorca ,Callet,Tianna Negre - Ses Nines,,,,,,,,,Contains sulfites,12.5,,,,,,,,,,,,,,,0.0,0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/km1ro17_anv800.png,https://www.vinissimus.com/en/wine/km-1-callet-rosat/,2017.0,
QS2 Sardonia 2017,£26.30,,Red wine,Castile and León ,"Tempranillo, Cabernet Sauvignon, Petit Verdot, Malbec, Syrah",Quinta Sardonia,"The junior Quinta Sardonia has the ability to keep us guessing. It's like an energetic youngster, lively and spirited, showing its muscle and power, yet pure, elegant and seductive when it chooses to be. Still young and impetuous, QS2 needs time to put on that perfect show; always open the bottle well beforehand, and wait patiently for it to perform.
QS2 may be the junior at Quinta Sardonia but there's nothing inferior about it. Youthful perhaps, like the vines it comes from, but it boasts a firm foundation, excellent care and good guidance. Let's not forget that it was Peter Sisseck who designed this winery project, now incorporated into the Terras Gauda winery group, and that its head technician right from the start has been Jérôme Bougnaud, an expert vine grower and oenologist, a supporter of the French model that puts trust in soils and Nature; incidentally, Jérôme is a member of the team in charge of viticulture at Dominio de Pingus.
QS2's quality is no accident, its elegance natural, a consequence of the balance obtained between soil, climate and varieties. Quinta Sardonia's work is based upon the complexity of the terroir and understanding how to interpret the different soil types and their interaction with each individual variety. This gives rise to a wine like QS2, made from a blend of mainly Tempranillo (Tinto Fino) grapes (80%), Cabernet Sauvignon, Petit Verdot, Malbec and Syrah.
A wine with a very rich nose, an especially juicy and powerful palate, an extremely well-balanced blend, fluid and with pleasant tannins, that seems to surpass itself with every vintage. In the glass, QS2 appears an intense Picota cherry colour, of medium-high density, and on the nose that dual aspect of virility and femininity which we noted at the start: muscular, powerful, yet elegant and profound. Its quality is obvious, with very juicy fruit and a hugely rich aromatic palette, of well-ripened fruits, sharp-tasting red and also black fruits, with floral notes, earthy touches and hints of black pepper. Luscious and silky-textured, its sweetness is apparent right through until the appearance at the finish of a slightly bitter, chocolatey, creamy undertone, denoting a most serious wine.","Today Quinta Sardonia belongs to the Terras Gauda winery group, but the project was initially designed and overseen by Peter Sisseck. In fact, the winery's head technician, Jérôme Bougnaud, has worked with Peter for many years and is a member of the team responsible for viticulture at Dominio de Pingus.

Quinta Sardonia maintains a very close link with the Ribera del Duero DO, despite not coming under its sphere because of purely administrative and political reasons at the...",,,,,Serve between 16ºC and 18ºC,,Contains sulfites,15.0,,,,,,,,,,,,,,,4.7,3,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/qsaq217_anv800.png,https://www.vinissimus.com/en/wine/qs2-sardonia/,2017.0,
Mas Sinén Coster 2011,£46.50,,Red wine,Priorat ,"Cariñena, Garnacha",Celler Burgos Porta,,,,,,,Serve between 16ºC and 18ºC,,Contains sulfites,15.0,,,,,,,,,Organic,,,,,,5.0,1,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/msico11_anv800.png,https://www.vinissimus.com/en/wine/mas-sinen-coster/,2011.0,
Marrugat Rima 32 2015,£26.20,,Cava,DO Cava ,"Chardonnay, Pinot Noir",Caves Marrugat,,,Yellow / Greyish glints / Bright / Fine mousse,Complex / Powerful / Higly aromatic / Fruit aromas / Apple / Apricot / Tropical fruits / Fine / Tertiary aromas / Ageing notes,Fresh / Pleasant / With body / Persistent / With personality,,6ºC,,Contains sulfites,12.0,,,,,,,,,,,,,,,5.0,1,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/mar3215_anv800.png,https://www.vinissimus.com/en/cava/marrugat-rima-32/,2015.0,
Raso de Larrainzar 2010,£17.50,,Red wine,Navarre ,"Tempranillo, Merlot, Cabernet Sauvignon, Garnacha",Bodegas y Viñedos Pago de Larrainzar,,,,,,,16ºC,,Contains sulfites,14.0,,,,,,,,,,,,,,,0.0,0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/rasol10_anv800.png,https://www.vinissimus.com/en/wine/raso-de-larrainzar/,2010.0,
Galia 2016,£37.85,,Red wine,Vinos de Madrid ,"Tempranillo, Garnacha",Viñas de El Regajal,"Viñas de El Regajal have wanted an exceptional, very low-production wine, regardless of the Denomination of Origin. Their foundation for this has been based on the wisdom and expertise gained over centuries of vine growers such as Florentino, Jesús, Juan Ortega, Alejandro, Eugenio and Luis, who cultivate their vineyards in keeping with the age-old tradition of quality and love of the land. Their small parcels contain grapevines aged almost a hundred years old, at altitudes ranging between 795 and 968 metres, stretching for 134 km along the length of the River Duero as it passes through the provinces of Soria, Burgos and Valladolid. The accumulated talent of the vine growers and a favourable microclimate give rise to excellent grapes from Tinto Fino and Garnacha old vines which express the complexity of very fine land. As they mostly do not belong to areas falling within a denomination of origin, they are absolute gems whose true worth has not been properly assessed. Galia is the result.
NOTE: We recommend decanting.
NOTE: This wine does not come under any Denomination of Origin. ","Located 50 km from Madrid, El Regajal is an exceptional estate lying within the municipal area of Aranjuez. It is known by all the world's entomologists, as 77 of the 225 species of butterfly existing on the Spanish mainland can be found there.
They own olive tree plantations and since 1998 they have been the owners of more than 10 hectares of vineyards, spread out over 4 parcels, at an altitude of between 500-600 metres, situated on clay, sandy and chalky soils. In 2001 they...",Picota cherry red / Deep / Violet rim,Fresh / Complex / Higly aromatic / Fruit aromas / Ripe red fruit / Cedar wood / Cinnamon,Enveloping / Elegant / Unctuous / Good acidity,,Serve between 16ºC and 18ºC,,Contains sulfites,15.0,,,,,,,,,,,,,,,4.0,5,95,,2016.0,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/galia16_anv800.png,https://www.vinissimus.com/en/wine/galia/,2016.0,95.0
Hacienda Monasterio Reserva Especial 2016,£98.50,,Red wine,Ribera del Duero ,"Tempranillo, Cabernet Sauvignon",Bodegas Hacienda Monasterio,"Hacienda Monasterio is a benchmark winery in the Ribera del Duero. If possessing the great Peter Sisseck (Dominio de Pingus) among its team of winemakers doesn't prove enough of an introduction, its wines receive praise year after year from Robert Parker's panel and a member of which has gone so far as to say that its entry wine is one of the Ribera del Duero's best wines.

It shouldn't come as any surprise. Hacienda Monasterio amalgamates many merits to produce wines of the...",,Ruby red / Intense / Bright / Reddish glints,Complex / Black fruit / Cassis / Mineral notes,Fine / Balanced / Powerful / Fruit-forward / Well-integrated acidity / Structured / Smooth tannins / Mineral notes / Long / Persistent,,Serve between 16ºC and 18ºC,,Contains sulfites,15.0,,,20 months,French oak,,,,,Organic,,,,,,0.0,0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/hmore16_anv800.png,https://www.vinissimus.com/en/wine/hacienda-monasterio-reserva-especial/,2016.0,
Nívia 2019,£15.00,,White wine,Empordà ,"White Grenache, Samsó",Mas Llunes,"A wine that emanates from grapes of Garnacha Blanca vines grown on slate slopes in a landscape from where it is possible to view both the sea and the Canigou Mountain, covered with snow for a good part of the year. An aromatic and bright wine inspired by incredible scenery.
Aged in contact with its lees for 6 months in medium toast, new French Allier oak barrels.","Mas Llunes is a family-run winery, built in the year 2000 on the estate after which it was named, which makes wine using the grapes of vines growing on the property.
The estate lies in the Empordà area, in the north-east of Catalunya, 10 km from the French border and 10 from the Mediterranean coast. It is situated in the foothills of the Sierra Albera and comes under the influence of the Tramontana, a strong northerly wind typical of the region which favours vine cultivation,...",Straw yellow / Bright,Floral scents / Herbaceous notes / Fennel / Rosemary / Oak wood,Concentrated / Pleasantly textured / Flavoursome / Mineral notes / Saline notes / Crunchy / Fruit-forward / Long finish,,,,Contains sulfites,14.0,,,,,,,,,,,,,,,3.0,1,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/nivia19_anv800.png,https://www.vinissimus.com/en/wine/nivia/,2019.0,
Emilio Valerio San Martin 2013,£45.00,,Red wine,Navarre ,"Garnacha, Tempranillo",Emilio Valerio - Laderas de Montejurra,,,,,,,,,Contains sulfites,14.0,,,Wood,18 months,French oak,Bottled unfined and unfiltered,,,,Limestone,Continental with Atlantic influence,North,,,0.0,0,94,93.0,2013.0,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/evmar13_anv800.png,https://www.vinissimus.com/en/wine/emilio-valerio-san-martin/,2013.0,94.0
L'Incorrecte 2019,£22.10,,White wine,Tarragona ,Parellada,Celler Sanromà,,,Yellow / Intense / Golden glints,Complex / Aromatic herbs / White fruit / Floral notes,Voluminous / Good acidity / Fresh / Bitter / Persistent,,Serve between 7ºC and 9ºC,,Contains sulfites,10.5,792  bottles,,Stainless steel,2 months,,,,,,16 years,Mediterranean,,,,0.0,0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/srinc19_anv800.png,https://www.vinissimus.com/en/wine/l-incorrecte/,2019.0,
Zuharí 2016,£12.25,,White wine,Castilla ,Macabeo,Bodega Wine&Palo,,,,,,,,,Contains sulfites,13.5,,,Wood,4 months,French oak,Bottled unfined and unfiltered,,,,25 years,Pebbles / Stony / Limestone,Continental with Mediterranean influence,Northwest,,0.0,0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/zuhar16_anv800.png,https://www.vinissimus.com/en/wine/zuhari/,2016.0,
